coupling_id,coupling_seed,n_joint_units,union_bound,independence_estimate,replay_miss_rate,event_inclusion_violations,marginals_preserved
INDEPENDENT_PERMUTATION,87,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,88,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,89,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,90,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,91,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,92,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,93,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,94,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,95,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,96,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,97,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,98,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,99,3500,0.0008571428571428,0.0,0.0,0,True
INDEPENDENT_PERMUTATION,100,3500,0.0008571428571428,0.0,0.0,0,True
COMONOTONIC_RANK,0,3500,0.0002857142857142,,0.0002857142857142,0,True
ANTITHETIC_RANK,0,3500,0.0002857142857142,,0.0002857142857142,0,True
