instance_id,source,stages,menu_size,gates,risk_budget,method,feasible,bound_ns,risk_sum,frontier_peak,runtime_ns,peak_rss_bytes,seed,selected_menu_ids,calendar_signature
syn_4_6_4_01,synthetic,4,6,4,0.01,pareto_dp,True,962129,0.01,7.0,98600,,7685059567897785916,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0040"", ""m3@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_02,synthetic,4,6,4,0.01,pareto_dp,True,1369588,0.01,8.0,95800,,3980253574159414682,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0030"", ""m3@0.0030""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_03,synthetic,4,6,4,0.01,pareto_dp,True,1931373,0.01,6.0,89300,,18177470584987746201,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_04,synthetic,4,6,4,0.01,pareto_dp,True,1597842,0.01,6.0,90300,,6800254074548980011,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_05,synthetic,4,6,4,0.01,pareto_dp,True,1654913,0.01,6.0,86900,,16122387475776173180,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_06,synthetic,4,6,4,0.01,pareto_dp,True,1481710,0.01,6.0,85900,,15532598484227711201,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_07,synthetic,4,6,4,0.01,pareto_dp,True,1883661,0.01,6.0,85400,,8421356494218959141,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_08,synthetic,4,6,4,0.01,pareto_dp,True,1739091,0.01,6.0,84400,,6233409425602972611,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_09,synthetic,4,6,4,0.01,pareto_dp,True,1564273,0.01,6.0,86500,,7841326040366237730,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_10,synthetic,4,6,4,0.01,pareto_dp,True,1558194,0.01,6.0,88500,,5932633880091571002,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_11,synthetic,4,6,4,0.01,pareto_dp,True,1165508,0.01,10.0,95700,,4725564685520349302,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0030"", ""m3@0.0030""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_12,synthetic,4,6,4,0.01,pareto_dp,True,1886047,0.01,6.0,85800,,3503394098346852765,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_13,synthetic,4,6,4,0.01,pareto_dp,True,1507165,0.01,6.0,88000,,5602801750840081501,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_14,synthetic,4,6,4,0.01,pareto_dp,True,1588774,0.01,6.0,86100,,7153633552320318726,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_15,synthetic,4,6,4,0.01,pareto_dp,True,1509485,0.01,6.0,90600,,4197445529249007542,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_16,synthetic,4,6,4,0.01,pareto_dp,True,1560791,0.01,6.0,83500,,11895643928844722497,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_17,synthetic,4,6,4,0.01,pareto_dp,True,1785474,0.01,6.0,85300,,8410450574822643871,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_18,synthetic,4,6,4,0.01,pareto_dp,True,1679447,0.01,6.0,89900,,4272699044050087624,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_4_6_4_19,synthetic,4,6,4,0.01,pareto_dp,True,1821527,0.01,6.0,87400,,17728662396789575650,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0040""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_00,synthetic,8,3,1,0.02,pareto_dp,True,1842693,0.01975,7.0,104600,,1139750624305727704,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_01,synthetic,8,3,1,0.02,pareto_dp,True,2143913,0.01975,7.0,113000,,386129403685702656,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0020"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_02,synthetic,8,3,1,0.02,pareto_dp,True,2099003,0.01975,7.0,108400,,11520194353427927884,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_03,synthetic,8,3,1,0.02,pareto_dp,True,1887910,0.01975,7.0,102600,,3918476418995653839,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_04,synthetic,8,3,1,0.02,pareto_dp,True,2312301,0.01975,7.0,106600,,6892564661269433248,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_05,synthetic,8,3,1,0.02,pareto_dp,True,1979439,0.01975,9.0,118200,,4507448584144833661,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_06,synthetic,8,3,1,0.02,pareto_dp,True,2557442,0.01975,8.0,106400,,10284267218403137830,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_07,synthetic,8,3,1,0.02,pareto_dp,True,1936677,0.01975,8.0,101600,,6607314383361205315,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0045"", ""m7@0.0032""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_08,synthetic,8,3,1,0.02,pareto_dp,True,2040198,0.01975,7.0,100200,,8222747545738184424,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_09,synthetic,8,3,1,0.02,pareto_dp,True,2290186,0.01975,8.0,106000,,16128509139126407037,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_10,synthetic,8,3,1,0.02,pareto_dp,True,2178652,0.01975,7.0,106700,,12957943314384526965,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_11,synthetic,8,3,1,0.02,pareto_dp,True,2157833,0.01975,11.0,113900,,7638101534030470709,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0020"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0032"", ""m7@0.0045""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
syn_8_3_1_12,synthetic,8,3,1,0.02,pareto_dp,True,2138580,0.01975,10.0,113500,,9915452255154093700,"[""m0@0.0020"", ""m1@0.0020"", ""m2@0.0020"", ""m3@0.0032"", ""m4@0.0020"", ""m5@0.0020"", ""m6@0.0045"", ""m7@0.0020""]","[""C1"", 1000000, 0, 50000, [[400000, 700000]], 455509]"
